Station,SampleDate,Sample.Time,Depth,Parameter,Analysis.Method.Code,Value.Flags,Value,Unit,Data.Quality,Year
FRA00110,2021-06-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00110,2021-07-02,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00110,2021-08-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00110,2021-09-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00110,2021-10-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00110,2021-11-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00110,2021-12-01,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2016-01-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-02-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-03-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-04-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-05-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-06-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-07-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-08-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-09-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-10-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-11-03,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2016-12-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00111,2017-01-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-02-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-03-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-04-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-05-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-06-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-07-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-08-29,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-09-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-10-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-11-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2017-12-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00111,2018-01-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-02-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-03-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-04-27,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-05-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-06-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-07-13,12:00,0.3,PFOS,0,,0.04,µg/l,Fair,2018
FRA00111,2018-08-09,12:00,0.3,PFOS,0,,0.04,µg/l,Fair,2018
FRA00111,2018-09-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-10-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-11-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2018-12-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00111,2019-01-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-02-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-03-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-04-03,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-05-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-06-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-07-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-08-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-09-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-10-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-11-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2019-12-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00111,2020-01-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-02-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-03-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-04-22,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-05-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-06-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-07-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-08-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-09-03,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-10-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-11-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2020-12-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00111,2021-01-25,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-02-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-03-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-04-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-05-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-06-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-07-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-08-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-09-02,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-10-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-11-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00111,2021-12-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2016-01-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-02-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-03-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-04-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-05-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-06-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-07-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-08-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-09-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-10-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-11-03,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2016-12-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00112,2017-01-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-02-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-03-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-04-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-05-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-06-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-07-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-08-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-09-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-10-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-11-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2017-12-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00112,2018-01-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-02-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-03-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-04-26,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-05-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-06-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-07-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-08-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-09-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-10-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-11-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2018-12-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00112,2019-01-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-02-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-03-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-04-03,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-05-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-06-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-07-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-08-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-09-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-10-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-11-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2019-12-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00112,2020-01-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-02-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-03-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-04-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-05-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-06-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-07-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-08-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-09-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-10-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-11-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2020-12-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00112,2021-01-26,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-02-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-03-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-04-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-05-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-06-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-07-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-08-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-09-03,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-10-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-11-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00112,2021-12-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00113,2016-01-19,12:00,0.3,PFOS,0,,0.023,µg/l,Fair,2016
FRA00113,2016-02-09,12:00,0.3,PFOS,0,,0.08,µg/l,Fair,2016
FRA00113,2016-03-09,12:00,0.3,PFOS,0,,0.0256,µg/l,Fair,2016
FRA00113,2016-04-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2016-05-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2016-06-16,12:00,0.3,PFOS,0,,0.0202,µg/l,Fair,2016
FRA00113,2016-07-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2016-08-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2016-09-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2016-10-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2016-11-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2016-12-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00113,2017-01-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-02-10,12:00,0.3,PFOS,0,,0.0302,µg/l,Fair,2017
FRA00113,2017-03-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-04-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-05-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-06-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-07-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-08-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-09-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-10-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-11-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00113,2017-12-20,12:00,0.3,PFOS,0,,0.0272,µg/l,Fair,2017
FRA00113,2018-01-19,12:00,0.3,PFOS,0,,0.0351,µg/l,Fair,2018
FRA00113,2018-02-21,12:00,0.3,PFOS,0,,0.0229,µg/l,Fair,2018
FRA00113,2018-03-16,12:00,0.3,PFOS,0,,0.0457,µg/l,Fair,2018
FRA00113,2018-04-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00113,2018-05-25,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00113,2018-06-20,12:00,0.3,PFOS,0,,0.0215,µg/l,Fair,2018
FRA00113,2018-07-19,12:00,0.3,PFOS,0,,0.0253,µg/l,Fair,2018
FRA00113,2018-08-22,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00113,2018-09-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00113,2018-10-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00113,2018-11-23,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00113,2018-12-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00113,2019-01-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00113,2019-02-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00113,2019-03-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00113,2019-04-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00113,2019-05-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00113,2019-06-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00113,2019-07-08,12:00,0.3,PFOS,0,,0.03,µg/l,Fair,2019
FRA00113,2019-08-12,12:00,0.3,PFOS,0,,0.0233,µg/l,Fair,2019
FRA00113,2019-09-06,12:00,0.3,PFOS,0,,0.055,µg/l,Fair,2019
FRA00113,2019-10-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00113,2019-11-06,12:00,0.3,PFOS,0,,0.0235,µg/l,Fair,2019
FRA00113,2019-12-11,12:00,0.3,PFOS,0,,0.0225,µg/l,Fair,2019
FRA00113,2020-01-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00113,2020-02-12,12:00,0.3,PFOS,0,,0.0217,µg/l,Fair,2020
FRA00113,2020-03-06,12:00,0.3,PFOS,0,,0.0343,µg/l,Fair,2020
FRA00113,2020-04-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00113,2020-05-07,12:00,0.3,PFOS,0,,0.0224,µg/l,Fair,2020
FRA00113,2020-06-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00113,2020-07-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00113,2020-08-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00113,2020-09-02,12:00,0.3,PFOS,0,,0.0202,µg/l,Fair,2020
FRA00113,2020-10-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00113,2020-11-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00113,2020-12-07,12:00,0.3,PFOS,0,,0.0337,µg/l,Fair,2020
FRA00113,2021-01-18,12:00,0.3,PFOS,0,,0.0326,µg/l,Fair,2021
FRA00113,2021-02-09,12:00,0.3,PFOS,0,,0.023,µg/l,Fair,2021
FRA00113,2021-03-08,12:00,0.3,PFOS,0,,0.0225,µg/l,Fair,2021
FRA00113,2021-04-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00113,2021-05-18,12:00,0.3,PFOS,0,,0.0381,µg/l,Fair,2021
FRA00113,2021-06-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00113,2021-07-12,12:00,0.3,PFOS,0,,0.0249,µg/l,Fair,2021
FRA00113,2021-08-11,12:00,0.3,PFOS,0,,0.0201,µg/l,Fair,2021
FRA00113,2021-09-01,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00113,2021-10-13,12:00,0.3,PFOS,0,,0.0233,µg/l,Fair,2021
FRA00113,2021-11-23,12:00,0.3,PFOS,0,,0.0269,µg/l,Fair,2021
FRA00113,2021-12-07,12:00,0.3,PFOS,0,,0.0467,µg/l,Fair,2021
FRA00114,2016-01-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-02-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-03-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-04-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-05-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-06-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-07-05,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-08-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-09-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-10-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-11-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2016-12-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00114,2017-01-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-02-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-03-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-04-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-05-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-06-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-07-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-08-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-09-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-10-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-11-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2017-12-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00114,2018-01-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-02-21,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-03-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-04-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-05-25,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-06-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-07-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-08-22,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-09-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-10-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-11-23,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2018-12-19,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2018
FRA00114,2019-01-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-02-13,12:00,0.3,PFOS,0,,0.0393,µg/l,Fair,2019
FRA00114,2019-03-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-04-04,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-05-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-06-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-07-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-08-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-09-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-10-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-11-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2019-12-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2019
FRA00114,2020-01-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-02-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-03-06,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-04-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-05-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-06-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-07-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-08-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-09-02,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-10-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-11-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2020-12-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2020
FRA00114,2021-01-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-02-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-03-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-04-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-05-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-06-09,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-07-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-08-11,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-09-01,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-10-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-11-08,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00114,2021-12-07,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2021
FRA00115,2016-01-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-02-12,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-03-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-04-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-05-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-06-10,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-07-13,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-08-16,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-09-20,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-10-17,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-11-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2016-12-15,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2016
FRA00115,2017-01-18,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
FRA00115,2017-02-14,12:00,0.3,PFOS,0,,0.02,µg/l,Fair,2017
