iter	Logloss
888	0.4013273527
889	0.4011603461
890	0.4009136395
891	0.4007749815
892	0.4005733639
893	0.4003751676
894	0.400092628
895	0.3997303273
896	0.399633062
897	0.3993145978
898	0.399202364
899	0.3990450717
900	0.398840888
901	0.3985844365
902	0.3983818413
903	0.3981311328
904	0.3979519375
905	0.3978580326
906	0.3976170384
907	0.3974044846
908	0.3971557006
909	0.3969144926
910	0.3967411625
911	0.3965404308
912	0.3964190631
913	0.3962173233
914	0.3960399303
915	0.3957576351
916	0.395653191
917	0.3955470974
918	0.3953637781
919	0.3951998874
920	0.395062543
921	0.3948438795
922	0.3946808747
923	0.3945828763
924	0.3943791203
925	0.3941368126
926	0.3939611303
927	0.3937837984
928	0.3936893131
929	0.3934112946
930	0.3932226294
931	0.3930803667
932	0.3928630168
933	0.392598745
934	0.3924907574
935	0.3923359089
936	0.3922295709
937	0.3919535991
938	0.3917900444
939	0.3916286892
940	0.3914722523
941	0.3912491899
942	0.391081389
943	0.3908789771
944	0.3907817424
945	0.3905979038
946	0.3904037094
947	0.3902940721
948	0.3901136855
949	0.389995617
950	0.3898203929
951	0.3895968723
952	0.3893653175
953	0.3891823953
954	0.3889279905
955	0.3886570286
956	0.3884823544
957	0.3882936892
958	0.388204397
959	0.3880350688
960	0.3878827558
961	0.3877634959
962	0.3876024462
963	0.3874093209
964	0.3872503485
965	0.3871095216
966	0.3869776148
967	0.3867201552
968	0.3863711734
969	0.386114172
970	0.3857684283
971	0.3855482985
972	0.3854848501
973	0.3852123303
974	0.3849340674
975	0.3847149762
976	0.3845686812
977	0.3843842316
978	0.3842200355
979	0.3839890305
980	0.3838409332
981	0.3836046129
982	0.3833866215
983	0.3832313148
984	0.3830577098
985	0.382945476
986	0.3828368469
987	0.3827561082
988	0.3825447762
989	0.3824304957
990	0.382270454
991	0.3821909067
992	0.3819934742
993	0.3818239626
994	0.3816169074
995	0.3814225603
996	0.3812954801
997	0.3810907465
998	0.380987616
999	0.3808562896
